PID,Description,Units,Data Type,Multiply,Divide,Add
0x581D,Target angle camshaft exhaust closes,Â° KW,signed int,0.015625,1,0
0x581E,"Intake air temperature, linearized and converted",Â°C,unsigned char,0.75,1,-48
0x5820,Status of terminal 15,0-n,unsigned char,1,1,0
0x5821,Control unit temperature,Â°C,unsigned char,0.75,1,-48
0x5822,Oil temperature,Â°C,unsigned char,1,1,-60
0x5825,Tension,V,signed int,1,100,0
0x5826,Throttle valve angle from potentiometer 1,%,signed int,0.0078125,1,0
0x5827,Duty cycle for lambda probe heating,%,unsigned int,200,65536,0
0x5828,Duty cycle lambda probe heating bank 2,%,unsigned int,200,65536,0
0x5829,Normalized heating output of the lambda probe behind cat,-,unsigned char,1,100,0
0x582A,Normalized heating output of the lambda probe behind cat bank 2,-,unsigned char,1,100,0
0x582B,Torque consumption of the converter via CAN,%,unsigned int,100,65536,0
0x582C,"Lambda probe actual value, corrected for additional amplitude",-,unsigned int,16,65536,0
0x582F,Exhaust gas temperature after catalytic converter from model,Â°C,signed int,0.1,1,-273.14
0x5830,Dynamic value of the LSU,-,unsigned int,16,65536,0
0x5831,Dynamic value of LSU bank 2,-,unsigned int,16,65536,0
0x5834,Ambient pressure from sensor raw value,hPa,unsigned int,10,256,0
0x583A,Intake air temperature at start,Â°C,unsigned char,0.75,1,-48
0x583B,Fuel tank level,l,unsigned char,1,1,0
0x583C,Battery voltage value recorded by the AD converter,V,unsigned char,0.0942,1,0
0x583D,Operating hours counter,min,unsigned int,6,1,0
0x583F,"Target value for throttle valve angle, based on lower stop",% DK,unsigned char,100,255,0
0x5840,Throttle angle of the emergency air position,%,signed int,0.0078125,1,0
0x5844,Chip temperature of the machine,Â°C,signed int,1,10,0
0x5845,Heating voltage in front of the catalyst of a broadband lambda probe (ADC value),V,unsigned int,5,1024,0
0x5849,Lambda probe voltage (4.88mV / LSB) behind the catalytic converter,V,unsigned int,0.00488281,1,0
0x584A,Current status of electric machine,-,unsigned int,1,1,0
0x584B,Lambda probe voltage (4.88mV / LSB) behind catalyst bank 2,V,unsigned int,0.00488281,1,0
0x584C,Voltage throttle valve potentiometer 2,V,unsigned int,80,65536,0
0x584D,Mass flow of tank ventilation into the intake manifold,kg/h,unsigned int,25.6,65536,0
0x584E,Voltage throttle valve potentiometer 1,V,unsigned int,80,65536,0
0x584F,Environmental condition BNS error,-,unsigned char,1,1,0
0x5850,Signal voltage of the coolant temperature sensor,mV,unsigned int,0.2,1,0
0x5852,IBS battery power,A,unsigned int,1,50,-200
0x5853,IBS battery voltage,V,unsigned int,1,1000,0
0x5854,IBS battery temperature,Â°C,unsigned char,3,4,-48
0x5866,Relative level of the engine oil,-,unsigned char,1,1,0
0x5868,Status Stand Consumer Registered Part 1,-,unsigned char,1,1,0
0x5869,Status Stand consumer registered part 2,-,unsigned char,1,1,0
0x586A,Current battery voltage,mV,signed int,1,0.05,0
0x586B,Time in which the quiescent current is 80-200 mA,min,unsigned char,224,15,0
0x586C,Time in which quiescent current is 200-1000 mA,min,unsigned char,224,15,0
0x586D,Maximum frozen supply voltage,V,unsigned char,0.1,1,0
0x586E,Time in which the quiescent current is greater than 1000 mA,min,unsigned char,224,15,0
0x586F,Oil pressure,hPa,signed int,1,1,0
0x5873,Lambda setpoint based on the installation location of the lambda sensor bank 2,-,unsigned int,16,65536,0
0x5876,Unfiltered high pressure raw value (relative pressure),MPa,unsigned int,5,10000,0
0x5877,VVT motor rotor angle,Â°,unsigned int,1,1,0
0x587B,VVT motor current to be set by the position controller,A,signed int,400,65536,0
0x587D,Status zero gear detection,-,unsigned char,1,1,0
0x587E,Motor temperature reference value from model,Â°C,signed int,0.1,1,-273.14
0x587F,Duty cycle electric fan,%,signed int,0.01220703,1,0
0x5881,Actual gear,-,unsigned char,1,1,0
0x5882,Engine starting temperature,Â°C,signed int,0.1,1,-273.14
0x5883,Voltage knock values cylinder 1,V*ms,unsigned long,0.05,65536,0
0x5885,Voltage knock values cylinder 2,V*ms,unsigned long,0.05,65536,0
0x5886,Voltage knock values cylinder 3,V*ms,unsigned long,0.05,65536,0
0x5887,Utilization of the machine,-,unsigned int,1,200,0
0x5888,Voltage knock values cylinder 4,V*ms,unsigned long,0.05,65536,0
0x5889,Lambda actual value,-,unsigned int,16,65536,0
0x588A,Lambda actual value bank 2,-,unsigned int,16,65536,0
0x588B,Time since the engine started,s,unsigned int,0.01,1,0
0x588C,Ceramic temperature of the LSU,Â°C,unsigned int,0.0234375,1,-273.15
0x588F,Ceramic temperature of LSU bank 2,Â°C,unsigned int,0.0234375,1,-273.15
0x5890,Engine radiator outlet temperature (coolant),Â°C,unsigned char,0.75,1,-48
0x5891,Clutch motor torque actual value,Nm,signed int,0.5,1,0
0x5892,Difference between ambient pressure and brake booster pressure from pressure sensor (raw value),hPa,signed int,10,256,0
0x5894,Voltage knock values cylinder 5,V*ms,unsigned long,0.05,65536,0
0x5895,Voltage knock values cylinder 6,V*ms,unsigned long,0.05,65536,0
0x5896,Exhaust gas temperature behind main catalyst from model,Â°C,signed int,0.1,1,-273.14
0x5897,Exhaust gas temperature behind main catalyst from model bank 2,Â°C,unsigned int,0.0234375,1,-273.15
0x5898,Default machine target voltage,V,unsigned int,1,1000,0
0x589A,Duty cycle zero gear sensor,%,unsigned int,1,100,0
0x589D,Number of detected VVT position control errors,-,unsigned int,1,1,0
0x589F,Battery temperature,Â°C,unsigned char,0.75,1,-48
0x58A0,Discharge during quiescent current violation,Ah,unsigned int,65536,3600000,0
0x58A2,Actual value of the eccentric angle VVT,Â°,unsigned int,1,10,0
0x58A3,Rel. Eccentric angle on the upper mech. attack,Â°,signed int,1,10,0
0x58A4,Number of recognized VVT position control error warnings irreversible,-,unsigned int,1,1,0
0x58A5,Number of detected VVT position control error warnings reversible,-,unsigned int,1,1,0
0x58A6,Relative eccentric angle without reference to a stop,Â°,signed int,1,10,0
0x58A7,Shutdown time from relative minute counter until engine start,min,unsigned int,1,1,0
0x58A8,Rel. Eccentric angle on the lower mech. attack,Â°,signed int,1,10,0
0x58AA,Adjustment range of the eccentric angle,Â°,unsigned int,1,10,0
0x58AC,Terminal voltage of the electric machine,V,unsigned int,1,100,0
0x58AE,Period duration for mass flow from HFM,Âµs,unsigned int,1,10,0
0x58B7,Current brake pressure,hPa,unsigned char,1,1,0
0x58BB,Electricity for VVT motor,A,signed int,400,65536,0
0x58BD,Status error overload VVT1,-,unsigned char,1,1,0
0x58CB,Total thermal load VVT,-,unsigned int,1,1,0
0x58D1,Engine temperature when switched off,Â°C,signed int,0.1,1,-273.14
0x58D2,Damper setpoint in degrees,-,unsigned int,0.5,1,0
0x58D3,Actual damper value in degrees,-,unsigned int,0.5,1,0
0x58D4,Start condition for frictional connection fulfilled,-,unsigned char,1,1,0
0x58D9,Pedometer throttle return spring test,-,unsigned int,1,1,0
0x58DA,Coordinated moment for filling,%,unsigned int,100,65536,0
0x58DC,Interval counter for emissions-related misfires (0-1000 KW rev. Or 0-500 NW rev.),-,unsigned int,1,1,0
0x58DD,Boost pressure raw value,hPa,unsigned int,20,256,0
0x58DE,Voltage pressure sensor in front of throttle valve,V,unsigned int,5,1024,0
0x58E4,Actual operating mode,-,unsigned char,1,1,0
0x58E5,Filtered spark burning time cylinder 1,ms,unsigned int,0.001,1,0
0x58E9,Supply voltage electr. water pump,V,unsigned char,0.1,1,0
0x58EA,Actual speed electr. water pump,1/min,unsigned char,1,1,0
0x58EC,Electronics temperature electr. water pump,Â°C,unsigned char,1,1,-50
0x58ED,Current consumption electr. water pump,A,unsigned char,1,2,0
0x58F3,Unfiltered low pressure raw value,kPa,unsigned int,1,10,0
0x58F4,Voltage fuel low pressure sensor in 1 ms grid,V,unsigned int,5,1024,0
0x58F6,Setpoint voltage of the VVT position controller,V,signed int,51.2,65536,0
0x58FB,Delta probe offset master control,-,signed int,2,65536,0
0x5902,Filtered spark burning time cylinder 5,ms,unsigned int,0.001,1,0
0x5903,Filtered spark burning time cylinder 6,ms,unsigned int,0.001,1,0
0x5909,Minimum frozen supply voltage,V,unsigned char,0.1,1,0
0x590F,Status of fault memory entry without critical DMF fault,-,unsigned char,1,1,0
0x5910,Set speed of electric water pump,1/min,unsigned char,1,1,0
0x5911,Set speed of electric water pump for cooling the electric machine and EME,1/min,unsigned char,1,1,0
0x5916,Relative state of charge NV battery,%,unsigned char,0.5,1,0
0x5917,DC-DC converter status,-,unsigned char,1,1,0
0x5918,Utilization of the DC-DC converter,%,unsigned char,0.5,1,0
0x5927,"Is position electrical wastegate (0: WG closed, 100 WG open)",%,unsigned char,100,256,0
0x5928,"Is position electrical wastegate 2 (0: apartment closed, 100 apartment open)",%,unsigned char,100,256,0
0x592E,Engine shut-off angle,Â° KW,signed int,1,45.51111111,0
0x5938,Ethanol content - raw value from the sensor,-,unsigned int,0.00003052,1,0
0x5939,Ethanol go Ev,-,unsigned int,0.00003052,1,0
0x593B,Gear sensor error message,-,unsigned char,1,1,0
0x5940,Actual gear information from the gear sensor,-,unsigned char,1,1,0
0x5941,Gear sensor position in X (Beta) direction,Â°,unsigned long,1,20,0
0x5942,Gear sensor position in Y (Beta) direction,Â°,unsigned long,1,20,0
0x5949,Level of the left half of the tank,l,unsigned char,1,2,0
0x594A,Level of the right half of the tank,l,unsigned char,1,2,0
0x594B,Control duty cycle of the fuel pump,%,signed int,1,100,0
0x594C,"Fuel temperature (sensor, model or fixed substitute value)",Â°C,signed int,0.1,1,-273.14
0x5956,Differential pressure ejector pump - environment,hPa,signed int,10,256,0
0x5958,Component temperature raw value,Â°C,signed int,1,10,-273.14
0x5960,Actual value of stroke adjustment,mm,unsigned int,0.001,1,0
0x5981,Current DC-DC converter,A,unsigned char,1,1,0
0x5982,Control of stand consumers,-,unsigned char,1,1,0
0x5986,Energy status for terminal control,-,unsigned char,1,1,0
0x598A,Output current of the electric machine,A,signed int,1,8,0
0x59A2,Mileage when installing the current battery,km,unsigned int,10,1,0
0x59A3,Day of the last battery change,-,unsigned int,1,1,0
0x59A5,Quality value actual capacity,Ah,unsigned char,1,1,0
0x59A7,Terminal voltage,V,unsigned int,0.001,1,0
0x59A8,Current temperature memory,Â°C,unsigned char,1,1,-126
0x59AB,Quality value of the SOH,%,signed char,1,1,0
0x59AC,"Basic on-board network, storage charge status",%,unsigned char,1,1,-126
0x59AD,Basic on-board network Storage state of charge quality value,%,unsigned char,1,1,-126
0x59AE,Internal resistance of the store,mOhm,unsigned int,0.002,1,0
0x59AF,Quality value internal resistance,mOhm,unsigned char,0.002,1,0
0x59B3,Total discharge of the storage tank,-,unsigned char,1,1,0
0x59B4,Basic electrical system deep discharge IBS,-,unsigned char,1,1,0
0x59B6,Total duration of total discharges,-,unsigned int,1,1,0
0x59BD,Inlet NW: Angular offset fine adaptation,Â° KW,signed long,0.02197266,1,0
0x59BE,Outlet NW: angular offset fine adaptation,Â° KW,signed long,0.02197266,1,0
0x59BF,Inlet NW: Angular offset reference adaptation,Â° KW,signed int,0.02197266,1,0
0x59C0,Outlet NW: Angular offset reference adaptation,Â° KW,signed int,0.02197266,1,0
0x59C2,Counter angle correction in the event of VVT temperature overload,-,unsigned char,1,1,0
0x59D1,Maximum speed clutch,1/min,unsigned int,1,1,0
0x59D4,"Intake air temperature before throttle valve, measured",Â°C,unsigned int,0.0234375,1,-273.15
0x59E8,Medium voltage rail pressure sensor,V,unsigned int,0.00030518,1,0
0x59EB,Vehicle speed on the front or rear axle or in the vehicle&#39;s center of gravity,km/h,unsigned int,0.0078125,1,0
0x59F6,"Minimum, absolute, permitted state of charge of the HV battery",%,unsigned char,0.5,1,0
0x59FA,Actual ignition angle,Â° KW,signed char,0.75,1,0
0x59FD,Target ignition angle from torque intervention,Â° KW,signed char,0.75,1,0
0x6318,Actual value of electric fan,%,signed int,1,100,0
0x631C,Control value for electric water pump for LLK cooling bank 2,1/min,unsigned int,1,1,0
0x631D,Control value electric water pump for 48V component cooling,1/min,unsigned int,1,1,0
0x6320,Control value DKG shut-off valve,%,signed int,1,81.92,0
0x64B5,Output manipulated variable circulating air valve,%,signed int,0.01,1,0
0x6518,Setpoint electric fan,%,signed int,1,100,0
